Permalink,title,description,visual_first_3_seconds,background_music_type_first_3_seconds,published_time_ist,seven_day_views,year,quarter,target,Primary_Category_1_grouped,Video_Type_1_1_final,Video_Type_2_final,voice_first_3_seconds_grouped,thumbnail_1_grouped,thumbnail_sentiment_1_grouped,Secondary_Category_1_new,Secondary_Category_2_new,time_distribution,date
https://www.facebook.com/1954072204870360/posts/2547902955487279/,nirbhaya case - all you need to know about black warrant,"जानें क्या होता है 'ब्लैक वारंट', जिससे निर्भया के मुजरिमों को मिली मौत की सजा?

#nirbhayacase",other,no music,2020-01-07 17:04:03,21605,2020,1,high,judiciary & crime,rare,rare,other,object,neutral,rare,rare,3 PM - 6 PM,2020-01-07
https://www.facebook.com/1954072204870360/posts/2536245293319712/,80-year-old chandrabhaga shinde starts pani puri business to pay off loans,क्यों 80 साल की उम्र में ये महिला बेच रही है पानी पुरी?,commoner (np),relevant,2019-12-28 18:00:00,27618,2019,4,high,rare,emotions,rare,text only(to),commoner,happy,rare,person specific,6 PM - 9 PM,2019-12-28
https://www.facebook.com/1954072204870360/posts/2529959117281663/,newj rewinds 2019 - top politicians' bloopers that made headlines,"कब-कब फिसली नेताओं की जुबान?

#newjrewinds2019",commoner (np),relevant,2019-12-21 20:30:05,7556,2019,4,average,politics,emotions,rare,text only(to),famous personality,happy,rare,famous personality,6 PM - 9 PM,2019-12-21
https://www.facebook.com/1954072204870360/posts/2536204716657103/,india's only brain museum in bengaluru,"ये है देश का पहला और इकलौता ब्रेन म्यूजियम, क्या है इस म्यूजियम में खास?",other,relevant,2019-12-29 18:00:00,30421,2019,4,high,rare,informative,rare,text only(to),object,neutral,rare,no_secondary_category,6 PM - 9 PM,2019-12-29
https://www.facebook.com/1954072204870360/posts/2527070470903861/,uninformed caa protesters exposed,कानून के बारे में पता नहीं है कुछ लेकिन फिर भी कर रहे हैं विरोध,crowd,relevant,2019-12-18 15:00:00,22265,2019,4,high,politics,informative,controversial,commoner voice(optv),crowd,anger,rare,no_secondary_category,3 PM - 6 PM,2019-12-18
https://www.facebook.com/1954072204870360/posts/2527082830902625/,innings that led the making of virat kohli,"क्यों पिता की मौत के बाद भी मैदान पर टिके थे विराट कोहली?

virat kohli",famous personality (fp),loud,2019-12-19 09:00:00,7623,2019,4,average,sports & games,general,rare,voice of famous personality(fpv),famous personality,happy,cricket,famous personality,6 AM - 9 AM,2019-12-19
https://www.facebook.com/1954072204870360/posts/2527232840887624/,truth behind the rumours spread during jamia protest,"हिंसा के बाद दिल्ली पुलिस पर लगते आरोपों का क्या है सच?

#factcheck",other,relevant,2019-12-18 20:30:05,28807,2019,4,high,judiciary & crime,informative,controversial,other,commoner,action,rare,rare,6 PM - 9 PM,2019-12-18
https://www.facebook.com/1954072204870360/posts/2526216004322641/,former pakistan president pervez musharraf sentenced to death in treason case,क्यों परवेज मुशर्रफ को सुनाई गई फांसी की सजा?,famous personality (fp),relevant,2019-12-17 17:06:57,5429,2019,4,average,politics,emotions,informative,text only(to),famous personality,happy,rare,famous personality,3 PM - 6 PM,2019-12-17
https://www.facebook.com/1954072204870360/posts/2526174934326748/,this old woman has eaten sand for the last 65 years,क्यों पिछले 65 सालों से रेत खा रही हैं सैंड दादी?,commoner (np),relevant,2019-12-18 09:05:00,109956,2019,4,high,rare,emotions,rare,text only(to),commoner,action,health,person specific,6 AM - 9 AM,2019-12-18
https://www.facebook.com/1954072204870360/posts/2529092170701691/,google earth imagery can now cover the world 400 times,"क्या है गूगल अर्थ का एक और नया कारनामा?

google google earth",other,relevant,2019-12-20 17:00:00,6785,2019,4,average,rare,informative,rare,text only(to),object,neutral,other,rare,3 PM - 6 PM,2019-12-20
https://www.facebook.com/1954072204870360/posts/2526979644246277/,karnataka students enact demolition of babri masjid,कहां फिर से ढहाई गई बाबरी?,crowd,loud,2019-12-18 12:05:00,13006,2019,4,high,politics,rare,controversial,text only(to),crowd,anger,rare,rare,12 PM - 03 PM,2019-12-18
https://www.facebook.com/1954072204870360/posts/2526093197668255/,violent protests continue against caa,क्या विरोध के नाम पर हिंसा जायज?,crowd,no music,2019-12-17 15:00:00,31187,2019,4,high,judiciary & crime,rare,controversial,rare,crowd,anger,rare,rare,3 PM - 6 PM,2019-12-17
https://www.facebook.com/1954072204870360/posts/2526338100977098/,anti-caa protesters turn violent in many parts of the country,"क्यों रेल रुकी, आग लगी, क्यों बंद पड़ा देश?",crowd,no music,2019-12-17 20:05:35,78444,2019,4,high,judiciary & crime,rare,controversial,rare,crowd,anger,rare,rare,6 PM - 9 PM,2019-12-17
https://www.facebook.com/1954072204870360/posts/2527958824148359/,top 10 most expensive ipl players,"कौन हैं आईपीएल के 10 सबसे महंगे खिलाड़ी?

ipl - indian premier league",other,loud,2019-12-19 12:16:45,3676,2019,4,low,sports & games,emotions,informative,text only(to),other,neutral,cricket,rare,12 PM - 03 PM,2019-12-19
https://www.facebook.com/1954072204870360/posts/2527979217479653/,interesting facts about india's first female president pratibha patil,"भारत की पहली महिला राष्ट्रपति प्रतिभा पाटिल के बारे में जानें खास बातें

#happybirthdaypratibhapatil

(via newj garv)",famous personality (fp),neutral,2019-12-19 14:00:44,12824,2019,4,high,politics,profile,informative,voice of famous personality(fpv),famous personality,happy,rare,famous personality,12 PM - 03 PM,2019-12-19
https://www.facebook.com/1954072204870360/posts/2540417296235845/,eco-friendly house that has no electricity or water connection,"कभी देखा है बिना पानी, बिजली, ड्रेनेज कनेक्शन के घर?",other,relevant,2020-01-01 20:30:00,38967,2020,1,high,rare,inspiring,informative,text only(to),object,neutral,rare,rare,6 PM - 9 PM,2020-01-01
https://www.facebook.com/1954072204870360/posts/2525261744418067/,cab protests take a violent turn across india,देश में कहां-कहां हो रही है हिंसा?,famous personality (fp),relevant,2019-12-16 17:43:29,94214,2019,4,high,judiciary & crime,informative,controversial,voice of famous personality(fpv),crowd,anger,rare,rare,3 PM - 6 PM,2019-12-16
https://www.facebook.com/1954072204870360/posts/2525053354438906/,infamous nirbhaya rape case awaits justice,क्यों अब तक फांसी के फंदे पर नहीं लटके निर्भया के बलात्कारी?,famous personality (fp),no music,2019-12-16 14:00:00,183840,2019,4,high,judiciary & crime,controversial,rare,voice of famous personality(fpv),commoner,rare,rare,rare,12 PM - 03 PM,2019-12-16
https://www.facebook.com/1954072204870360/posts/2523311994613042/,vijay diwas - when 93000 pakistani soldiers surrendered to indian army,"क्यों पाकिस्तानी सेना ने टेके थे भारत के सामने घुटने?

#vijaydiwas

(via newj garv)",other,relevant,2019-12-16 09:00:03,40228,2019,4,high,forces,day-specific,rare,voice_over(vo),famous personality,happy,rare,rare,6 AM - 9 AM,2019-12-16
https://www.facebook.com/1954072204870360/posts/2522295164714725/,britain's elections get indian flavour,क्या है ब्रिटिश चुनाव परिणाम का भारत कनेक्शन?,famous personality (fp),no music,2019-12-13 20:00:01,7447,2019,4,average,global news,informative,rare,other,famous personality,happy,rare,rare,6 PM - 9 PM,2019-12-13
https://www.facebook.com/1954072204870360/posts/2522418228035752/,massive outrage in parliament over rahul gandhi's 'rape in india' remark,‘रेप इन इंडिया’ पर क्या हुई बहस?,famous personality (fp),no music,2019-12-13 21:30:05,17771,2019,4,high,politics,controversial,rare,voice of famous personality(fpv),famous personality,rare,rare,rare,9 PM - 12 AM,2019-12-13
https://www.facebook.com/1954072204870360/posts/2522215908055984/,navy officer's wife vidya raju rescues a python,क्यों इस महिला ने कहा अजगर को बच्चा?,commoner (np),no music,2019-12-13 17:00:00,4223,2019,4,low,others,general,rare,commoner voice(optv),rare,neutral,person specific,rare,3 PM - 6 PM,2019-12-13
https://www.facebook.com/1954072204870360/posts/2536260513318190/,madurai man who has dedicated his life for street dogs,"कौन हैं ये शख्स जो नौकरी छोड़ कर रहे हैं स्ट्रीट डॉग की देखभाल?

animals matter to me (mumbai)",commoner (np),neutral,2019-12-28 12:00:00,35780,2019,4,high,lifestyle,inspiring,rare,text only(to),commoner,happy,person specific,rare,12 PM - 03 PM,2019-12-28
https://www.facebook.com/1954072204870360/posts/2549762248634683/,acid attack victims - the real life sheroes,"कैसे जीते हैं एसिड हमले के शिकार अपनी जिंदगी?

chhanv foundation stop acid attacks laxmi agarwal",commoner (np),relevant,2020-01-10 09:00:00,99005,2020,1,high,judiciary & crime,inspiring,informative,commoner voice(optv),commoner,happy,rare,rare,6 AM - 9 AM,2020-01-10
https://www.facebook.com/1954072204870360/posts/2549762248634683/,acid attack victims - the real life sheroes,"कैसे जीते हैं एसिड हमले के शिकार अपनी जिंदगी?

chhanv foundation stop acid attacks laxmi agarwal",commoner (np),relevant,2020-03-21 12:05:11,10955,2020,1,low,judiciary & crime,inspiring,informative,commoner voice(optv),commoner,happy,rare,rare,12 PM - 03 PM,2020-03-21
